part_no,part_name,model,customer,cav,cycle_time,weight_part,weight_runner,spq,type_material,grade_material,color_material,mold_id,machine_id,scrap_rate,changeover_min
PN-7771-B,Bracket Inner,MDL-63,Astra Honda,16,22.6,77.8,7.07,100,PMMA,PMMA-HI-121,Natural,MLD-712,MC-03 (110T),2.34,120
PN-1538-B,Cap Inner,MDL-43,Toyota Motor,8,38.7,224.23,23.98,200,POM,POM-V0-55,Natural,MLD-329,MC-05 (250T),1.6,90
PN-4846-A,Panel Front,MDL-98,LG Electronics,1,32.9,134.29,13.22,50,POM,POM-GF-30,Grey,MLD-791,MC-03 (110T),2.69,45
PN-6139-A,Housing Front,MDL-56,Toyota Motor,1,46.5,365.93,63.35,500,PA6,PA6-Standard,Blue,MLD-260,MC-06 (350T),2.58,60
PN-2347-B,Panel Front,MDL-74,LG Electronics,16,55.6,358.54,48.86,100,PP,PP-Standard,Grey,MLD-393,MC-06 (350T),2.97,90
PN-4896-A,Housing Rear,MDL-26,Yamaha Music,16,43.9,250.8,13.08,50,PP,PP-Standard,White,MLD-229,MC-08 (650T),0.95,120
PN-6018-B,Cap Inner,MDL-33,Yamaha Music,4,23.9,134.22,10.45,500,PA6,PA6-GF-30,Black,MLD-567,MC-02 (80T),0.92,120
PN-9468-B,Cap Outer,MDL-57,Toyota Motor,2,33.1,168.98,24.55,50,PA6,PA6-GF-30,Grey,MLD-620,MC-03 (110T),2.26,60
PN-7495-B,Bracket Inner,MDL-30,Astra Honda,1,58.8,408.86,81.6,50,PA6,PA6-HI-121,Grey,MLD-287,MC-06 (350T),0.94,30
PN-3639-B,Lever Inner,MDL-82,Samsung,8,25.3,174.98,12.71,50,PP,PP-Standard,Red,MLD-870,MC-03 (110T),1.85,30
PN-8817-C,Bracket Inner,MDL-90,Samsung,1,34.6,295.07,35.52,50,PC,PC-GP-100,Grey,MLD-453,MC-07 (450T),1.07,120
PN-3630-C,Cap Front,MDL-26,Samsung,4,54.9,413.11,35.71,50,PA6,PA6-GP-100,Red,MLD-753,MC-06 (350T),1.13,30
PN-1104-C,Gear Outer,MDL-58,Toyota Motor,2,18.6,100.85,7.87,200,PC,PC-GP-100,White,MLD-161,MC-03 (110T),2.65,120
PN-1591-C,Cover Inner,MDL-28,Samsung,8,24.9,98.4,5.49,500,POM,POM-V0-55,Black,MLD-799,MC-01 (50T),1.2,30
PN-7016-B,Bracket Outer,MDL-34,LG Electronics,4,15.8,11.79,1.21,1000,POM,POM-GP-100,Natural,MLD-143,MC-02 (80T),1.98,30
PN-8529-A,Panel Rear,MDL-25,LG Electronics,1,59.3,473,62.04,500,PMMA,PMMA-V0-55,Blue,MLD-580,MC-07 (450T),2.01,120
PN-3223-B,Cover Inner,MDL-29,Toyota Motor,8,52,359.63,56.89,1000,PMMA,PMMA-HI-121,Blue,MLD-664,MC-06 (350T),0.54,45
PN-7784-A,Cover Front,MDL-10,Toyota Motor,1,34,269.92,16.11,1000,PC,PC-GF-30,Black,MLD-996,MC-08 (650T),2.09,45
PN-2178-A,Gear Front,MDL-97,Toyota Motor,8,24.9,158.2,11.2,50,PA6,PA6-HI-121,Grey,MLD-291,MC-01 (50T),2.04,90
PN-5779-C,Housing Front,MDL-22,Yamaha Music,8,36.8,260.37,19.07,100,PC,PC-GP-100,Black,MLD-484,MC-07 (450T),2.13,90
PN-1681-A,Panel Front,MDL-77,Toyota Motor,2,24.8,91.13,11.74,500,PA6,PA6-Standard,Black,MLD-968,MC-03 (110T),2,45
PN-6720-B,Bracket Inner,MDL-23,Toyota Motor,4,36,292.48,37.4,200,ABS,ABS-Standard,Black,MLD-962,MC-06 (350T),2.5,120
PN-8108-A,Lever Outer,MDL-83,LG Electronics,4,18.9,115.51,6.27,100,ABS,ABS-GF-30,Black,MLD-525,MC-01 (50T),2.73,45
PN-1880-B,Bracket Rear,MDL-31,Samsung,16,18.3,70,11.66,500,ABS,ABS-GF-30,Grey,MLD-840,MC-03 (110T),1.23,30
PN-1293-C,Lever Inner,MDL-53,Samsung,1,40.7,254.76,49.57,200,POM,POM-GP-100,Natural,MLD-884,MC-05 (250T),0.78,90
PN-4970-A,Panel Inner,MDL-28,Toyota Motor,16,10.1,8.69,1.61,1000,ABS,ABS-Standard,Grey,MLD-140,MC-01 (50T),1.5,60
PN-7659-C,Lever Outer,MDL-30,Samsung,8,56.7,477.62,74.16,1000,PC,PC-Standard,White,MLD-182,MC-08 (650T),1.49,120
PN-6137-C,Panel Rear,MDL-48,Samsung,1,29.3,112.34,6.64,1000,POM,POM-GP-100,Black,MLD-662,MC-03 (110T),1.26,90
PN-6625-A,Gear Outer,MDL-81,Samsung,4,21,109.95,5.72,50,POM,POM-GP-100,Grey,MLD-232,MC-02 (80T),2.43,45
PN-9202-B,Cap Front,MDL-15,Samsung,8,53.2,372.16,34.52,100,POM,POM-GF-30,Natural,MLD-909,MC-06 (350T),2.16,60
PN-7422-B,Cover Front,MDL-27,LG Electronics,4,18.1,36.48,6.91,50,PP,PP-GF-30,Red,MLD-661,MC-04 (150T),2.34,120
PN-6543-B,Cap Outer,MDL-15,Toyota Motor,1,25.3,184.74,19.53,200,ABS,ABS-Standard,Grey,MLD-674,MC-01 (50T),1.85,90
PN-6235-A,Gear Outer,MDL-65,Yamaha Music,8,30.8,224.76,13.34,100,PA6,PA6-Standard,Blue,MLD-979,MC-05 (250T),2.87,120
PN-6335-A,Bracket Rear,MDL-69,LG Electronics,8,36.9,238.47,15.54,50,POM,POM-V0-55,Blue,MLD-485,MC-06 (350T),2.72,120
PN-9021-C,Gear Inner,MDL-30,Samsung,1,60.4,428.01,32.3,200,PC,PC-HI-121,Black,MLD-860,MC-07 (450T),1.38,90
PN-2932-C,Lever Outer,MDL-25,LG Electronics,4,32.1,231.76,30.79,1000,PP,PP-HI-121,Black,MLD-284,MC-05 (250T),1.23,90
PN-2556-A,Panel Rear,MDL-38,Yamaha Music,1,13.7,58.91,6.09,1000,PP,PP-GF-30,Red,MLD-889,MC-04 (150T),0.62,60
PN-5385-C,Panel Inner,MDL-97,Astra Honda,8,51.6,416.51,28.57,200,POM,POM-Standard,Blue,MLD-674,MC-06 (350T),1.66,45
PN-8328-A,Cap Rear,MDL-96,Samsung,2,23.6,50.22,8.72,100,PA6,PA6-HI-121,Red,MLD-877,MC-01 (50T),2.99,90
PN-4218-B,Gear Outer,MDL-47,LG Electronics,4,8.3,18.71,2.75,100,POM,POM-HI-121,Blue,MLD-535,MC-02 (80T),2.43,90
PN-6829-A,Housing Inner,MDL-14,Toyota Motor,2,18,29.23,2.5,50,ABS,ABS-V0-55,White,MLD-982,MC-01 (50T),2.24,45
PN-5730-A,Gear Outer,MDL-55,LG Electronics,8,39.3,283.57,30.52,100,PP,PP-V0-55,Red,MLD-433,MC-08 (650T),2,60
PN-3807-C,Bracket Outer,MDL-36,Toyota Motor,4,20.6,61.77,12.25,500,PP,PP-Standard,Red,MLD-216,MC-01 (50T),1.76,60
PN-9922-B,Gear Outer,MDL-17,Yamaha Music,8,30.9,121.81,17.05,100,PMMA,PMMA-V0-55,Red,MLD-251,MC-03 (110T),0.89,120
PN-6625-C,Lever Front,MDL-92,LG Electronics,1,31.5,196.22,22.72,200,PMMA,PMMA-V0-55,Red,MLD-582,MC-04 (150T),2.72,45
PN-3209-C,Gear Inner,MDL-72,LG Electronics,2,55.4,409.87,80.14,50,ABS,ABS-HI-121,Blue,MLD-408,MC-08 (650T),2.42,30
PN-6421-B,Cap Rear,MDL-14,Astra Honda,4,54.8,486.96,94.54,50,POM,POM-HI-121,Black,MLD-151,MC-08 (650T),0.6,60
PN-9756-A,Bracket Front,MDL-29,Yamaha Music,1,54.5,463.68,32.45,100,PP,PP-HI-121,Black,MLD-557,MC-05 (250T),2.02,30
PN-9489-A,Housing Rear,MDL-31,Samsung,2,38.4,265.45,39.84,100,PP,PP-GP-100,Blue,MLD-276,MC-06 (350T),1.25,120
PN-3488-A,Lever Inner,MDL-84,Toyota Motor,8,49.4,334.64,53.21,500,PA6,PA6-HI-121,Blue,MLD-433,MC-06 (350T),0.57,30
PN-7040-C,Lever Outer,MDL-56,Toyota Motor,4,37.5,306.55,23.06,200,POM,POM-GP-100,Red,MLD-229,MC-08 (650T),2.57,45
PN-5718-A,Housing Inner,MDL-92,Yamaha Music,2,50.6,313.07,39.98,500,PMMA,PMMA-GF-30,White,MLD-841,MC-06 (350T),0.93,90
PN-7491-B,Panel Outer,MDL-25,Astra Honda,8,44.3,287.14,19.55,500,ABS,ABS-V0-55,Natural,MLD-362,MC-05 (250T),2.22,45
PN-2340-A,Bracket Front,MDL-24,Toyota Motor,4,43.1,278.49,19.16,500,ABS,ABS-Standard,White,MLD-245,MC-07 (450T),2.32,60
PN-7548-C,Cap Outer,MDL-42,Toyota Motor,4,58.5,474.44,24.84,50,PC,PC-GF-30,White,MLD-372,MC-06 (350T),2.46,30
PN-4463-C,Bracket Outer,MDL-81,LG Electronics,8,14.1,26.52,2.9,200,PA6,PA6-HI-121,White,MLD-808,MC-03 (110T),2.28,120
PN-7086-B,Bracket Front,MDL-64,Yamaha Music,1,48.3,381.59,49.36,100,PA6,PA6-GF-30,Grey,MLD-997,MC-06 (350T),1.82,30
PN-2394-A,Panel Rear,MDL-78,Astra Honda,8,16.2,19.4,1.21,1000,ABS,ABS-HI-121,Blue,MLD-118,MC-04 (150T),1.94,90
PN-5897-B,Housing Rear,MDL-35,Samsung,8,32.3,176.02,31.64,200,ABS,ABS-Standard,Black,MLD-268,MC-03 (110T),2.3,60
PN-6926-B,Housing Outer,MDL-97,Yamaha Music,2,23.3,154.95,23.92,50,PMMA,PMMA-Standard,Grey,MLD-315,MC-01 (50T),0.83,30
PN-4437-C,Gear Rear,MDL-33,Yamaha Music,2,62.1,444.04,43.53,200,PC,PC-GF-30,White,MLD-354,MC-06 (350T),1.27,60
PN-4067-B,Gear Inner,MDL-77,Toyota Motor,4,41.9,353.92,42.71,100,ABS,ABS-GP-100,Grey,MLD-520,MC-07 (450T),2.99,90
PN-3024-B,Cover Outer,MDL-80,LG Electronics,4,30.3,102.89,18.91,50,PMMA,PMMA-HI-121,Grey,MLD-228,MC-02 (80T),1.46,45
PN-6476-C,Cover Front,MDL-80,Astra Honda,1,39.3,213.76,41.42,200,PC,PC-Standard,Blue,MLD-198,MC-07 (450T),1.32,45
PN-9512-B,Gear Outer,MDL-36,LG Electronics,16,43.2,319.08,46.15,500,PC,PC-GP-100,Grey,MLD-517,MC-08 (650T),3,90
PN-7018-A,Bracket Front,MDL-40,LG Electronics,8,32.3,183.13,30.21,200,PP,PP-GF-30,Natural,MLD-852,MC-04 (150T),2.98,120
PN-7141-C,Bracket Front,MDL-94,LG Electronics,16,33.5,169.21,12.01,50,PA6,PA6-GF-30,Natural,MLD-544,MC-04 (150T),2.52,45
PN-3240-A,Cap Rear,MDL-96,Yamaha Music,4,23.6,44.93,4.48,100,ABS,ABS-GF-30,Blue,MLD-821,MC-02 (80T),2.93,60
PN-8226-A,Bracket Inner,MDL-72,Yamaha Music,1,54,421.41,82.28,50,PMMA,PMMA-Standard,Blue,MLD-801,MC-07 (450T),1.3,60
PN-3857-C,Housing Rear,MDL-85,Astra Honda,16,56.6,447.19,66.88,1000,PP,PP-V0-55,Black,MLD-470,MC-05 (250T),2.49,90
PN-3014-A,Housing Rear,MDL-98,Astra Honda,2,35.5,279.15,14.94,200,ABS,ABS-HI-121,Natural,MLD-944,MC-08 (650T),0.68,90
PN-6745-B,Panel Front,MDL-34,Toyota Motor,16,55.2,434.33,26.57,50,POM,POM-GF-30,Red,MLD-815,MC-08 (650T),1.36,45
PN-6463-B,Lever Rear,MDL-96,LG Electronics,2,41.1,245.11,40.02,500,ABS,ABS-V0-55,White,MLD-412,MC-07 (450T),0.57,120
PN-8227-A,Cap Outer,MDL-90,Toyota Motor,1,63.3,441.11,86.16,500,PMMA,PMMA-GF-30,Blue,MLD-146,MC-08 (650T),2.64,120
PN-3342-A,Cover Front,MDL-64,Yamaha Music,16,61.9,424.04,83.71,1000,PP,PP-Standard,Natural,MLD-223,MC-08 (650T),2.11,60
PN-2377-B,Cover Outer,MDL-16,LG Electronics,2,30.3,181.37,16.76,500,PMMA,PMMA-GF-30,Natural,MLD-887,MC-03 (110T),2.14,60
PN-5914-C,Lever Outer,MDL-33,Toyota Motor,1,49.1,380.8,31.52,500,PP,PP-V0-55,Red,MLD-213,MC-05 (250T),2.03,120
PN-6857-A,Gear Rear,MDL-72,Samsung,2,39.8,257.74,33.96,500,POM,POM-V0-55,Red,MLD-340,MC-06 (350T),1.15,60
PN-5549-A,Lever Outer,MDL-11,Toyota Motor,4,26.5,205.86,18.48,1000,POM,POM-Standard,Black,MLD-901,MC-05 (250T),2.85,60
PN-6413-A,Gear Inner,MDL-85,LG Electronics,4,50.6,381.34,45.38,50,POM,POM-Standard,Grey,MLD-271,MC-07 (450T),1.41,30
PN-6560-B,Lever Inner,MDL-63,Yamaha Music,16,35.7,256.4,29.69,100,PMMA,PMMA-V0-55,Grey,MLD-508,MC-05 (250T),1.57,90
PN-6150-B,Gear Inner,MDL-51,Toyota Motor,16,47.2,359.62,28.08,200,ABS,ABS-V0-55,Grey,MLD-550,MC-07 (450T),1.83,30
PN-2857-B,Gear Front,MDL-45,Astra Honda,4,9.7,18.73,2.65,100,PC,PC-Standard,Blue,MLD-395,MC-03 (110T),0.99,30
PN-1338-A,Panel Rear,MDL-63,Astra Honda,8,24,70.29,8.85,50,ABS,ABS-GP-100,White,MLD-425,MC-03 (110T),1.27,60
PN-8573-B,Cap Outer,MDL-28,Toyota Motor,8,22.8,120.5,7.21,1000,PA6,PA6-V0-55,Grey,MLD-449,MC-04 (150T),1.49,30
PN-2505-B,Cap Front,MDL-10,Samsung,16,25.2,115.6,12.83,100,PC,PC-GP-100,Natural,MLD-498,MC-01 (50T),2.76,120
PN-4726-C,Bracket Front,MDL-50,Astra Honda,8,51.8,353.67,53.57,50,PMMA,PMMA-GP-100,Grey,MLD-145,MC-08 (650T),2.76,120
PN-4228-C,Gear Rear,MDL-75,Toyota Motor,8,39.1,277.46,41.8,1000,PC,PC-GP-100,Blue,MLD-949,MC-07 (450T),0.93,45
PN-7988-B,Gear Front,MDL-58,Yamaha Music,8,27.6,131.21,14.6,500,PP,PP-HI-121,Blue,MLD-162,MC-02 (80T),0.85,45
PN-8510-B,Gear Outer,MDL-86,Samsung,1,25.5,96.43,10.75,200,POM,POM-HI-121,Natural,MLD-249,MC-04 (150T),2.25,90
PN-6692-C,Cover Inner,MDL-79,Toyota Motor,2,34.9,251.45,24.55,100,PC,PC-GP-100,Blue,MLD-786,MC-05 (250T),2.95,90
PN-9690-C,Housing Front,MDL-49,Astra Honda,8,19.6,141.74,27.77,200,POM,POM-V0-55,Natural,MLD-810,MC-02 (80T),2.02,60
PN-5430-A,Cap Inner,MDL-30,Yamaha Music,4,26.1,208.65,34.58,100,PA6,PA6-HI-121,White,MLD-492,MC-08 (650T),0.51,120
PN-5475-C,Bracket Front,MDL-12,Toyota Motor,8,61.4,470.35,64.75,50,PC,PC-GP-100,Grey,MLD-802,MC-06 (350T),2.67,120
PN-7699-C,Cover Outer,MDL-75,Toyota Motor,4,35.8,165.76,27.79,200,ABS,ABS-GF-30,Grey,MLD-819,MC-02 (80T),2.83,120
PN-2612-C,Panel Outer,MDL-21,LG Electronics,1,41.6,262.93,44.61,50,ABS,ABS-HI-121,Red,MLD-523,MC-05 (250T),0.71,30
PN-8275-B,Gear Front,MDL-73,Astra Honda,1,53.7,355.8,22.87,500,PMMA,PMMA-GF-30,White,MLD-395,MC-07 (450T),2.48,45
PN-3306-C,Bracket Outer,MDL-30,LG Electronics,8,18.1,116.94,6.19,200,ABS,ABS-Standard,Blue,MLD-366,MC-01 (50T),0.71,45
PN-1917-C,Housing Outer,MDL-75,Samsung,1,36.8,222.32,34.6,1000,PA6,PA6-V0-55,Grey,MLD-558,MC-06 (350T),0.52,90
PN-7892-B,Gear Front,MDL-62,Toyota Motor,4,47,284.09,28.86,500,PMMA,PMMA-V0-55,Black,MLD-638,MC-05 (250T),2.34,120
PN-4613-A,Housing Inner,MDL-49,Yamaha Music,16,44.6,268.3,39.45,100,POM,POM-Standard,White,MLD-461,MC-05 (250T),2.71,30
PN-6330-A,Lever Outer,MDL-11,Samsung,2,15,10.01,0.51,100,PA6,PA6-HI-121,Natural,MLD-283,MC-01 (50T),2.79,30
PN-8142-B,Lever Inner,MDL-32,LG Electronics,16,13.1,6.78,0.63,50,PMMA,PMMA-HI-121,Black,MLD-386,MC-02 (80T),2.62,30
PN-8031-A,Cap Rear,MDL-77,Samsung,4,63.2,493.04,74.41,200,PA6,PA6-V0-55,Red,MLD-962,MC-08 (650T),1.84,90
PN-2859-C,Housing Rear,MDL-99,Astra Honda,4,64.5,471.27,38.09,200,PP,PP-V0-55,Grey,MLD-922,MC-07 (450T),2.01,45
PN-1756-C,Panel Rear,MDL-80,Samsung,4,34.6,216.13,17.22,200,POM,POM-V0-55,Red,MLD-276,MC-05 (250T),0.81,120
PN-2609-A,Lever Outer,MDL-96,LG Electronics,1,28.2,96.64,7.61,200,PA6,PA6-V0-55,White,MLD-405,MC-03 (110T),1.41,45
PN-1696-C,Panel Front,MDL-37,Astra Honda,4,42.5,339.5,41.05,500,PP,PP-HI-121,White,MLD-981,MC-07 (450T),1.25,60
PN-5697-A,Cover Inner,MDL-82,Toyota Motor,8,52,359.2,29.99,1000,PA6,PA6-HI-121,Black,MLD-694,MC-06 (350T),1.95,60
PN-9707-B,Panel Inner,MDL-64,Astra Honda,1,35.7,217.86,32.51,200,PMMA,PMMA-Standard,Grey,MLD-945,MC-07 (450T),0.82,90
PN-8736-C,Cover Inner,MDL-73,Astra Honda,4,24.7,142.97,16.56,200,PA6,PA6-V0-55,White,MLD-691,MC-01 (50T),1.69,120
PN-1864-B,Bracket Outer,MDL-90,Yamaha Music,1,43.1,281.09,18.51,200,POM,POM-GP-100,White,MLD-887,MC-06 (350T),1.28,45
PN-1801-A,Housing Rear,MDL-87,Yamaha Music,1,41.6,276.62,34.18,100,PC,PC-V0-55,Black,MLD-812,MC-06 (350T),2.51,45
PN-8485-A,Housing Inner,MDL-63,Astra Honda,4,25.3,66.23,7.95,50,PMMA,PMMA-HI-121,Black,MLD-861,MC-02 (80T),1.16,45
PN-1440-B,Cover Outer,MDL-25,Yamaha Music,1,41.5,351.94,69.05,50,PC,PC-HI-121,Red,MLD-794,MC-06 (350T),1.95,120
PN-6927-B,Lever Rear,MDL-13,Yamaha Music,1,31.1,239.46,13.79,50,PA6,PA6-Standard,Blue,MLD-357,MC-05 (250T),2.49,120
PN-8396-A,Cover Rear,MDL-47,Astra Honda,4,40.4,207.44,15.7,500,PA6,PA6-GF-30,Red,MLD-940,MC-06 (350T),0.52,90
PN-8734-B,Lever Front,MDL-23,Toyota Motor,16,14.2,32.37,5.26,500,ABS,ABS-Standard,Red,MLD-306,MC-03 (110T),2.54,30
PN-1753-C,Lever Rear,MDL-64,Yamaha Music,1,56.9,382.79,54.62,50,ABS,ABS-Standard,White,MLD-165,MC-07 (450T),1.79,120
PN-9151-A,Lever Outer,MDL-15,Toyota Motor,2,32.9,231.85,45.11,100,POM,POM-HI-121,Blue,MLD-149,MC-07 (450T),2.18,60
PN-3444-B,Housing Front,MDL-33,Samsung,16,17.4,116.05,18.68,1000,PA6,PA6-HI-121,Red,MLD-864,MC-01 (50T),1.2,120
PN-5903-C,Lever Outer,MDL-29,Astra Honda,4,27,143.75,13.29,100,ABS,ABS-HI-121,Black,MLD-727,MC-01 (50T),1.06,45
PN-3245-C,Lever Inner,MDL-69,Yamaha Music,4,54.5,476.03,83.41,200,POM,POM-HI-121,White,MLD-196,MC-08 (650T),1.4,90
PN-8714-A,Panel Rear,MDL-41,Toyota Motor,16,15.9,26,2.87,1000,ABS,ABS-GF-30,Blue,MLD-655,MC-04 (150T),1.59,30
PN-5209-B,Lever Outer,MDL-45,Yamaha Music,8,32.6,154.99,24.04,200,POM,POM-GP-100,White,MLD-440,MC-01 (50T),1.68,90
PN-4455-A,Cap Rear,MDL-13,LG Electronics,1,21.1,19.3,3.35,100,PMMA,PMMA-HI-121,Grey,MLD-878,MC-01 (50T),1.09,45
PN-6098-B,Bracket Outer,MDL-60,Astra Honda,16,35.2,201.42,27.99,1000,PMMA,PMMA-GF-30,Black,MLD-918,MC-08 (650T),1.95,45
PN-6570-B,Gear Inner,MDL-46,Yamaha Music,2,18.6,93.17,17.67,100,POM,POM-V0-55,Red,MLD-488,MC-04 (150T),2.07,90
PN-5382-B,Lever Outer,MDL-87,Yamaha Music,2,26.7,115.61,12.19,500,PC,PC-Standard,White,MLD-139,MC-01 (50T),1.71,60
PN-4182-A,Cover Outer,MDL-95,Toyota Motor,16,21.3,161.34,27.56,100,POM,POM-GF-30,Grey,MLD-329,MC-01 (50T),1.97,90
PN-8669-A,Cap Front,MDL-20,Toyota Motor,8,37,296.95,21.75,500,ABS,ABS-HI-121,Natural,MLD-537,MC-08 (650T),1.7,30
PN-6246-C,Cover Rear,MDL-59,Astra Honda,4,35.5,260.9,37.66,200,POM,POM-Standard,Blue,MLD-341,MC-06 (350T),0.91,30
PN-5721-B,Gear Inner,MDL-21,Samsung,8,14.9,27.62,3.22,200,PP,PP-HI-121,White,MLD-908,MC-03 (110T),2.7,60
PN-2901-C,Cap Inner,MDL-65,Yamaha Music,1,61.5,479.74,59.19,50,ABS,ABS-GF-30,Red,MLD-298,MC-07 (450T),1.12,90
PN-9470-B,Bracket Outer,MDL-77,LG Electronics,1,9.2,34.98,1.9,1000,ABS,ABS-GP-100,Red,MLD-215,MC-02 (80T),1.49,90
PN-5378-A,Cap Front,MDL-86,Samsung,8,16.1,57.03,4.25,200,PA6,PA6-GP-100,Black,MLD-980,MC-01 (50T),2.49,30
PN-4092-C,Panel Inner,MDL-65,LG Electronics,2,10.9,38.74,3.37,100,PC,PC-HI-121,Black,MLD-366,MC-03 (110T),1.31,45
PN-5132-B,Bracket Front,MDL-48,Yamaha Music,2,47.4,386.49,62.24,50,PMMA,PMMA-GP-100,Black,MLD-222,MC-08 (650T),1.5,30
PN-6756-A,Panel Front,MDL-58,Astra Honda,8,33.8,198.59,28.42,500,PMMA,PMMA-Standard,Black,MLD-584,MC-01 (50T),1.8,60
PN-3916-C,Cover Outer,MDL-53,Yamaha Music,2,10.2,38.49,2.58,200,PC,PC-Standard,Black,MLD-488,MC-01 (50T),2.78,90
PN-2175-C,Lever Outer,MDL-80,Astra Honda,16,30.2,161.09,23.03,500,PA6,PA6-GP-100,Grey,MLD-587,MC-04 (150T),0.78,90
PN-8809-B,Cover Rear,MDL-18,Yamaha Music,8,23.1,48.43,5.79,200,ABS,ABS-V0-55,Natural,MLD-850,MC-01 (50T),0.65,30
PN-3584-A,Panel Rear,MDL-59,Yamaha Music,1,33.8,264.49,41.09,100,PA6,PA6-Standard,Black,MLD-702,MC-05 (250T),2.49,60
PN-7965-C,Housing Inner,MDL-56,LG Electronics,1,32.7,272.06,53.42,1000,ABS,ABS-Standard,White,MLD-567,MC-06 (350T),1.52,60
PN-1882-C,Cap Front,MDL-12,Yamaha Music,4,14.2,59.31,10.12,200,ABS,ABS-V0-55,Black,MLD-641,MC-02 (80T),0.59,30
PN-3403-B,Cover Inner,MDL-20,Astra Honda,8,56.1,375.11,40.18,1000,PC,PC-HI-121,Grey,MLD-872,MC-08 (650T),2.52,60
PN-2058-C,Housing Inner,MDL-10,Toyota Motor,16,55.4,459.82,41.08,200,PMMA,PMMA-GP-100,Black,MLD-406,MC-05 (250T),1.71,30
PN-7213-A,Cap Front,MDL-84,Samsung,2,24.2,90.19,9.3,200,PA6,PA6-Standard,White,MLD-346,MC-03 (110T),0.57,120
PN-3489-B,Panel Front,MDL-30,Yamaha Music,1,23.2,125.98,21.35,200,PC,PC-Standard,Grey,MLD-930,MC-04 (150T),1.82,90
PN-1140-B,Cover Front,MDL-23,Yamaha Music,8,51.4,460.44,62.69,1000,POM,POM-Standard,Red,MLD-759,MC-06 (350T),2.21,45
PN-5120-B,Cap Front,MDL-51,Samsung,1,48,295.91,50.48,200,PA6,PA6-V0-55,Natural,MLD-355,MC-06 (350T),2.02,60
PN-3419-B,Cap Outer,MDL-73,Astra Honda,4,27.3,205.82,37.66,100,PC,PC-HI-121,White,MLD-865,MC-07 (450T),2.03,60
PN-5828-B,Panel Front,MDL-85,LG Electronics,2,17.2,102.86,17.62,1000,PMMA,PMMA-Standard,Grey,MLD-366,MC-03 (110T),1.62,60
PN-8058-B,Housing Rear,MDL-48,Astra Honda,2,40.5,329.4,40.17,500,PC,PC-GF-30,Blue,MLD-418,MC-07 (450T),2.93,90
PN-5527-C,Cap Outer,MDL-60,Samsung,4,55,492.88,65.41,1000,POM,POM-GP-100,White,MLD-112,MC-07 (450T),2.04,120
PN-4303-C,Cover Rear,MDL-11,Astra Honda,4,48.1,399.63,48.23,1000,ABS,ABS-HI-121,Natural,MLD-426,MC-08 (650T),0.86,90
PN-9050-C,Housing Inner,MDL-94,Toyota Motor,4,16.7,99.38,10.09,500,ABS,ABS-GP-100,Blue,MLD-979,MC-01 (50T),1.46,120
PN-2821-C,Lever Front,MDL-31,Toyota Motor,1,60.1,471.07,78.61,200,ABS,ABS-GP-100,Red,MLD-129,MC-08 (650T),2.66,60
PN-8712-C,Bracket Front,MDL-90,Yamaha Music,4,50.1,366.41,34.38,50,PP,PP-V0-55,Grey,MLD-938,MC-05 (250T),2.92,60
PN-4564-B,Bracket Outer,MDL-77,Samsung,8,29.6,146.03,12.45,50,PP,PP-GP-100,Red,MLD-181,MC-03 (110T),1.62,90
PN-1129-B,Cap Outer,MDL-28,Yamaha Music,8,55.2,496.23,43.82,1000,PC,PC-Standard,Red,MLD-330,MC-06 (350T),1.27,45
PN-5259-A,Cap Front,MDL-48,Toyota Motor,1,45.7,378.02,55.49,50,PC,PC-HI-121,Natural,MLD-228,MC-07 (450T),1.28,30
PN-4619-A,Panel Outer,MDL-30,Toyota Motor,8,33.6,170.8,10.4,100,ABS,ABS-GP-100,Black,MLD-266,MC-02 (80T),1.6,45
PN-8900-C,Panel Rear,MDL-24,Samsung,2,33.6,175.21,17.54,100,PP,PP-GP-100,White,MLD-346,MC-04 (150T),2.73,60
PN-3058-B,Housing Front,MDL-45,Samsung,8,56,400.61,67.82,500,ABS,ABS-HI-121,Black,MLD-564,MC-07 (450T),2.02,90
PN-1089-C,Gear Rear,MDL-43,Astra Honda,4,29,91.45,5.34,200,PA6,PA6-V0-55,Red,MLD-725,MC-02 (80T),2.36,45
PN-9040-B,Panel Rear,MDL-21,Samsung,1,42.4,318.96,47.87,50,PP,PP-HI-121,White,MLD-171,MC-08 (650T),0.51,90
PN-4794-C,Housing Front,MDL-76,Yamaha Music,4,43.4,320.92,54.77,100,PP,PP-GF-30,Black,MLD-559,MC-05 (250T),2.26,45
PN-1141-A,Lever Inner,MDL-72,Astra Honda,2,46.5,392.11,56.82,50,POM,POM-GF-30,Natural,MLD-661,MC-05 (250T),1.99,60
PN-6526-B,Gear Outer,MDL-23,Toyota Motor,1,30.5,141.57,10.85,50,ABS,ABS-HI-121,Grey,MLD-878,MC-03 (110T),1.98,90
PN-1588-B,Gear Outer,MDL-90,Astra Honda,8,39.2,313.94,17.74,500,PP,PP-V0-55,Natural,MLD-893,MC-05 (250T),2.96,60
PN-1865-C,Cap Front,MDL-72,Yamaha Music,8,15,12.86,0.76,50,POM,POM-HI-121,Grey,MLD-677,MC-02 (80T),1.3,120
PN-4556-C,Panel Inner,MDL-34,Yamaha Music,1,49.6,346.14,25.71,50,PP,PP-V0-55,Blue,MLD-567,MC-07 (450T),1.74,120
